p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,2.805254539801392,0.994,0.56,0,0,Agt
0,0.9926358010462781,0.759,0.513,0,0,Folh1
0,1.006194729658655,0.921,0.693,0,0,Slc7a10
0,1.0064518676405652,0.5,0.291,0,0,Plcb4
0,0.5981884301182614,0.805,0.648,0,0,Hif1a
0,1.8199550640299176,0.212,0.069,0,0,Apoc1
0,1.0937587069376136,0.969,0.828,0,0,Pgm1
0,0.6022072660143091,0.796,0.663,0,0,Pcx
0,0.5786954894796357,0.908,0.797,0,0,Me1
0,0.6949454191546693,0.963,0.861,0,0,Abca1
0,0.5261278136308031,0.897,0.811,0,0,Hacd2
0,0.4103628351822606,0.922,0.849,0,0,Sorl1
0,0.6188579441342319,0.987,0.923,0,0,Srebf1
0,0.40212003420287057,0.953,0.904,0,0,Pfkm
0,0.4990483072631191,0.997,0.961,0,0,Acsl6
0,0.5059621722226273,0.989,0.957,0,0,Fads2
0,0.3520325432357292,0.989,0.968,0,0,Lrp1
0,0.4209420005726159,1,0.981,0,0,Gja1
0,0.3785294474427472,0.997,0.981,0,0,Pla2g7
0,0.5921070477105754,1,0.998,0,0,Atp1b2
0,0.24877132058195128,1,1,0,0,Ckb
3e-323,0.319158286926597,0.997,0.994,1.1087e-320,0,Glud1
6.196521392008001e-299,0.5349152051389722,0.769,0.622,2.3174990006109924e-296,0,Cbs
4.198233620153425e-298,0.6497464694472395,0.627,0.453,1.570139373937381e-295,0,Fut9
3.0800650063548487e-254,0.4278768821966552,0.884,0.812,1.1519443123767134e-251,0,Fasn
1.462530089504435e-253,0.34210061059333574,0.998,0.991,5.469862534746587e-251,0,Aqp4
4.906241397467855e-208,0.3036427609958272,0.964,0.926,1.8349342826529779e-205,0,Timp3
2.757759009110341e-202,0.46641304875215406,0.779,0.675,1.0314018694072676e-199,0,Pfkfb3
2.7700032248278135e-190,0.22022143281253737,0.802,0.688,1.0359812060856023e-187,0,Slc2a1
3.392500938928922e-186,0.504646459717592,0.621,0.484,1.2687953511594168e-183,0,Ogdhl
3.8280663485780976e-184,0.5099985284876238,0.634,0.51,1.4316968143682085e-181,0,Apoe
8.383142177395773e-169,0.18426469852088,0.999,0.999,3.135295174346019e-166,0,Ldhb
2.4921047624185413e-168,0.5364103066456013,0.629,0.514,9.320471811445344e-166,0,Gaa
1.3358104345369075e-157,0.2234099351063974,0.989,0.975,4.995931025168034e-155,0,Cs
1.6888776334174677e-157,0.5263046560740601,0.545,0.417,6.316402348981329e-155,0,Lpin1
1.7569211839321703e-149,0.23297537691830428,0.977,0.954,6.570885227906317e-147,0,Mdh1
3.3748005664880054e-138,0.24114822017370274,0.958,0.932,1.262175411866514e-135,0,Hadhb
1.1712641048763545e-132,1.4598004758613463,0.135,0.065,4.380527752237566e-130,0,Tac1
