cell_type,Cortex_up,Hippocampus_up,Cortex_down,Hippocampus_down,Cortex_total,Hippocampus_total
CP,,"Ttr, Tmx4, App, Htr2c",Mgp,"Ldhb, Uqcrc1, Cat",1,7
