cell_type,Cortex_up,Hippocampus_up,Hypothalamus_up,Thalamus_up,WM_up,Cortex_down,Hippocampus_down,Hypothalamus_down,Thalamus_down,WM_down,Cortex_total,Hippocampus_total,Hypothalamus_total,Thalamus_total,WM_total
BAM,,"Serpina3n, Hbb-bs, Ccl12",Cldn5,,Clec10a,,,,,,0,3,1,0,1
