cell_type,Cortex_up,Hippocampus_up,Hypothalamus_up,Thalamus_up,WM_up,Cortex_down,Hippocampus_down,Hypothalamus_down,Thalamus_down,WM_down,Cortex_total,Hippocampus_total,Hypothalamus_total,Thalamus_total,WM_total
Pericyte,,Lyz2,Apod,Egr1,,Lamp5,,Tac1,Cxcl10,,1,1,2,2,0
