cell_type,Cortex_up,Hippocampus_up,Hypothalamus_up,Thalamus_up,WM_up,Cortex_down,Hippocampus_down,Hypothalamus_down,Thalamus_down,WM_down,Cortex_total,Hippocampus_total,Hypothalamus_total,Thalamus_total,WM_total
Endothelial,Cd74,Spp1,C3,,,Lamp5,,,,Slc17a7,2,1,1,0,1
