cell_type,Cortex_up,Hippocampus_up,Hypothalamus_up,Thalamus_up,WM_up,Cortex_down,Hippocampus_down,Hypothalamus_down,Thalamus_down,WM_down,Cortex_total,Hippocampus_total,Hypothalamus_total,Thalamus_total,WM_total
Fibroblast,,Ccl12,,"H2-Eb1, Ermn",,,,Spp1,Slc17a6,,0,1,1,3,0
