cell_type,Cortex_up,Hippocampus_up,Hypothalamus_up,Cortex_down,Hippocampus_down,Hypothalamus_down,Cortex_total,Hippocampus_total,Hypothalamus_total
VLMC,,,,,,,0,0,0
