cell_type,Cortex_up,Hypothalamus_up,WM_up,Cortex_down,Hypothalamus_down,WM_down,Cortex_total,Hypothalamus_total,WM_total
Glutamatergic Neuron 5,,,"Ttr, Cd36, Htr2c, Bhlhe41",,,Reln,0,0,5
