cell_type,Hippocampus_up,Thalamus_up,WM_up,Hippocampus_down,Thalamus_down,WM_down,Hippocampus_total,Thalamus_total,WM_total
Ependymal,,,,,"Cldn5, Flt1",,0,2,0
