cell_type,Cortex_up,Hippocampus_up,Thalamus_up,WM_up,Cortex_down,Hippocampus_down,Thalamus_down,WM_down,Cortex_total,Hippocampus_total,Thalamus_total,WM_total
Glutamatergic Neuron 2,Fezf2,,Rorb,,,,St6galnac4,Cldn11,1,0,2,1
